SP Number,ImageUrl,Name,Background,Skull,Eyes,Clothes,Headwear,Accessory,Background,Skull,Eyes,Clothes,Headwear,Accessory,Price,Price USD,Score,Top,Rank
2370,https://d1mx8bduarpf8s.cloudfront.net/QmYSCzUjtUc5hpsHapyCEvqbaPV5ouv66uQB61mhkneWQS,Skeleton Punk #2370,Night,Zombie,Pyrex Vision,Yellow Tracksuit,None,Cigar,6.85,5.61,1.42,4.29,14.91,10.21,  ,0,142.5966404758156,47.43%,2402
2176,https://d1mx8bduarpf8s.cloudfront.net/QmSYoheGxezrhEAuk7Qrugp1Bq8KJQ6UMRft9j6KTE3Qa5,Skeleton Punk #2176,Terra Planet,Lavender,Demon,Prisoner Shirt,None,Silver Cross,5.77,7.50,1.46,3.77,14.91,9.74,  ,0,142.593393022612,47.45%,2403
428,https://d1mx8bduarpf8s.cloudfront.net/QmPFvyEp9V2PJ9C3w7vKyJoEX2MDqY5Tt3suquw4ZheZ51,Skeleton Punk #428,Gray Graveyard,Void,Light Blue Glasses,Runic Mystery,Golden Bandana,None,7.25,15.38,4.19,1.88,2.37,34.52,  ,0,142.58808775348916,47.47%,2404
1255,https://d1mx8bduarpf8s.cloudfront.net/QmWG9sUn88vGv8SMReuR2KgykM4igP45vsHcYZWefbqbYn,Skeleton Punk #1255,Frozen Planet,Beige,Eyepatch,AI,Red Pompadour,Golden Cross,4.17,16.63,5.19,2.33,2.74,7.17,4  LUNA,414,142.56632676987132,47.49%,2405
1133,https://d1mx8bduarpf8s.cloudfront.net/QmcsS2HPfFAskSv8airczuzG8sU9Fg37MnsXJB5w1QT3jc,Skeleton Punk #1133,Frosty Mountains,Afflicted,Gray VR,Motorcycle Jacket,Military Cap,Golden Jaw,4.30,7.90,5.53,5.45,3.61,2.35,16  LUNA,1654,142.54965116711642,47.51%,2406
795,https://d1mx8bduarpf8s.cloudfront.net/Qmay3LtiWHovYV5rn76dhbhxGjKqTFq55VFBi9a7Y5fWVh,Skeleton Punk #795,Ozone,Lavender,Green Glasses,Orange Astronaut,Blue Mohawk,None,3.44,7.50,3.85,2.61,3.04,34.52,  ,0,142.54277325294447,47.53%,2407
4481,https://d1mx8bduarpf8s.cloudfront.net/QmTvMKADrucK4qxenoPZFRoboDUDtpdzamf4mU28sKBk46,Skeleton Punk #4481,Luart,Beige,Cool Glasses,Lime Tracksuit,Police Hat,Cigar,3.28,16.63,2.23,5.47,3.02,10.21,  ,0,142.50903381969368,47.55%,2408
4250,https://d1mx8bduarpf8s.cloudfront.net/QmZdBQWGRL1Qe1bkZwdE3FucrBvxpYBwpvqjTDfVjVoFY2,Skeleton Punk #4250,Brick Wall,Beige,Blue Glasses,Iced Out Gold Chain,Pirate Hat,None,4.88,16.63,3.81,1.99,2.73,34.52,  ,0,142.48590924880645,47.57%,2409
1145,https://d1mx8bduarpf8s.cloudfront.net/QmcPP8GyULE5tQMpnkkhaRGQb7HqRvJ6UUGWdQE2tJ8EFr,Skeleton Punk #1145,Purple Retro.jpg,Grey,Gray VR,Toxic,Green Pompadour,None,3.67,17.75,5.53,1.74,3.22,34.52,  ,0,142.45441058973063,47.59%,2410
843,https://d1mx8bduarpf8s.cloudfront.net/QmTfxSHLpzDHaWuX9xjyurhhxYbKTNaHLVyBWPyJgjmX2M,Skeleton Punk #843,New Land,Void,Blindfold,Maryjane Shirt,Open Skull,Cigar,3.38,15.38,7.44,3.24,1.92,10.21,4.2  LUNA,434,142.42624301290707,47.61%,2411
1106,https://d1mx8bduarpf8s.cloudfront.net/QmQZawkoNzUDM3ck2NX2DtsmRFAFtbps8ZGzsq4pcvXcZ8,Skeleton Punk #1106,Mystical Desert,Cold,Purple VR,Punk Shirt,Purple Hair,Silver Cross,4.17,5.00,3.73,6.20,2.21,9.74,  ,0,142.42294059348188,47.63%,2412
2451,https://d1mx8bduarpf8s.cloudfront.net/QmTuXqsphexwPESvqgwUZ5t26TknGf1SGKsiEjBNn6s5Wk,Skeleton Punk #2451,Terra Planet,Demon,Blue,Orange Astronaut,Open Skull,Cigar,5.77,8.27,7.94,2.61,1.92,10.21,  ,0,142.3901924503201,47.65%,2413
1770,https://d1mx8bduarpf8s.cloudfront.net/QmWNVAwSZnAUPNJhN2bkSCs35284fasHiXVyzmoBVuwLkB,Skeleton Punk #1770,Night,Zombie,Green,Knight,Green Headphones,Golden Cross,6.85,5.61,7.74,1.90,3.30,7.17,5  LUNA,517,142.3667797213485,47.67%,2414
2549,https://d1mx8bduarpf8s.cloudfront.net/QmUPiXtboyez8gqoY4kdRQi7UMPFfdcyAVgKBCaewYRgP8,Skeleton Punk #2549,Barren Night,Grey,Dead,Maryjane Shirt,Purple Hair,Silver Earring,3.36,17.75,4.25,3.24,2.21,13.72,  ,0,142.3533145689835,47.69%,2415
3301,https://d1mx8bduarpf8s.cloudfront.net/QmZZXj9bXJJiN9Mf3ZjMkRmSKsXJ4BXjtiBsPVcg1RMpGw,Skeleton Punk #3301,Brick Wall,Beige,Cool Glasses,Skelly Tee,Cowboy Hat,Rose,4.88,16.63,2.23,7.78,3.02,3.99,  ,0,142.35057338955798,47.71%,2416
2541,https://d1mx8bduarpf8s.cloudfront.net/QmfFmiezsN3iiuevHtDQXjENeLxTouXsgSDafCuwjSXe5Z,Skeleton Punk #2541,Wild West,Cold,Purple VR,Jeans Shirt,Arrow,Golden Cross,5.81,5.00,3.73,3.89,2.59,7.17,  ,0,142.34643639535298,47.73%,2417
466,https://d1mx8bduarpf8s.cloudfront.net/QmSzCv7o3NAJqytEQE9sMvXhbM2ERmXipWL5p67S7GvGit,Skeleton Punk #466,Lunar Landing,Cold,Blindfold,Prophet's Robe,Black Hair,None,3.28,5.00,7.44,2.09,3.61,34.52,  ,0,142.29693634059703,47.75%,2418
2626,https://d1mx8bduarpf8s.cloudfront.net/QmWww8Pjwr7FrzWo1Db2B3UBaCh8Hho3mmoWJ73Qyb7b2g,Skeleton Punk #2626,Pink Sky,Icy,Black,Spock,White Hair,None,6.58,14.08,9.46,1.30,3.36,34.52,  ,0,142.29414974413945,47.77%,2419
3651,https://d1mx8bduarpf8s.cloudfront.net/Qmew56fxbnP7dWYutzi7eD3LjjmLRZWAkqgEMzYDyn2Qq8,Skeleton Punk #3651,Purple Graveyard,Afflicted,Purple VR,Prophet's Robe,Black Hair,Silver Earring,4.98,7.90,3.73,2.09,3.61,13.72,3.9  LUNA,403,142.28093587734207,47.79%,2420
3094,https://d1mx8bduarpf8s.cloudfront.net/Qma5A1tbSVMZCAm7WhfsGeUvyjKRJMCXUeKhP5gYrcD2AR,Skeleton Punk #3094,Retro Lightning,Grey,Green,Prisoner Shirt,Cowboy Hat,Golden Cross,1.99,17.75,7.74,3.77,3.02,7.17,  ,0,142.25144812513477,47.81%,2421
3552,https://d1mx8bduarpf8s.cloudfront.net/QmQM4To6U7Yqqzz1X8oPqJ9daxBQrMwmdceyP7n41o5FEG,Skeleton Punk #3552,Luart,Demon,Purple,Police Uniform,None,Golden Jaw,3.28,8.27,6.18,2.92,14.91,2.35,  ,0,142.24897952198762,47.83%,2422
4857,https://d1mx8bduarpf8s.cloudfront.net/QmengX9mFb3ywjhpEagdmJ3Ycm9krLPfVmbN7YbFXhyg1x,Skeleton Punk #4857,Retro Lightning,Grey,Green,Cyber Arm,Green Headphones,Golden Cross,1.99,17.75,7.74,3.42,3.30,7.17,  ,0,142.2353494982041,47.85%,2423
1045,https://d1mx8bduarpf8s.cloudfront.net/QmQuLrDTKrRYz2RU1oXwhJeyqugFpxKonD6hYbTFkiJHmf,Skeleton Punk #1045,Night,Grey,Lava Glasses,Punk Shirt,Cap,Silver Cross,6.85,17.75,1.76,6.20,2.59,9.74,  ,0,142.18114417808886,47.87%,2424
2709,https://d1mx8bduarpf8s.cloudfront.net/QmUUEF61d9cskK7cThAXA3wDkTwzSudmwvmv8Vdf2BB7yn,Skeleton Punk #2709,Pink Sky,Beige,3D Glasses,Golden Suit,Military Cap,Cigar,6.58,16.63,4.60,1.62,3.61,10.21,  ,0,142.178564263056,47.89%,2425
1049,https://d1mx8bduarpf8s.cloudfront.net/QmQ6TzJ7iSyjA1fYMpGLKVjMuWdP6k49tD1sjBR24RhwhW,Skeleton Punk #1049,Mystical Desert,Icy,Light Blue Glasses,Runic Robe,Open Skull,None,4.17,14.08,4.19,3.12,1.92,34.52,  ,0,142.14302039458272,47.91%,2426
3076,https://d1mx8bduarpf8s.cloudfront.net/QmTs8cNf125LLdCCSPSCQD7xsj4Yj6B7c1tw5vDuREgfAK,Skeleton Punk #3076,Ozone,Void,Purple VR,Maryjane Shirt,Purple Mohawk,Big Silver Earring,3.44,15.38,3.73,3.24,3.10,6.04,  ,0,142.07958637643125,47.93%,2427
1269,https://d1mx8bduarpf8s.cloudfront.net/QmPTsJb7SMiUKS3nM1AuAJpPdsmcNb9Max6ViMzMLievhe,Skeleton Punk #1269,Night,Void,3D Glasses,Runic Mystery,Arrow,Silver Earring,6.85,15.38,4.60,1.88,2.59,13.72,  ,0,142.07629001305088,47.95%,2428
1430,https://d1mx8bduarpf8s.cloudfront.net/QmXq5ViRGrrce7hUrqVcEyJMyU6chkJiY4hMG5zZse56Rj,Skeleton Punk #1430,Night,Beige,Black,Atlo Streetwear,Purple Halo,Golden Cross,6.85,16.63,9.46,1.82,2.39,7.17,  ,0,142.0250679294594,47.97%,2429
1648,https://d1mx8bduarpf8s.cloudfront.net/QmTi5D79X4ccBpZZc42Nk2tD12mzUfrzGpDgvwRe7hDEKT,Skeleton Punk #1648,Gray Graveyard,Beige,Stoned,Toxic,None,Rose,7.25,16.63,3.04,1.74,14.91,3.99,  ,0,142.0177800315649,47.99%,2430
2804,https://d1mx8bduarpf8s.cloudfront.net/QmZWKxWEcTUcSUdYJAqWcotaC8zMtnrxoA8Mft552xAbnt,Skeleton Punk #2804,Lunar Landing,Beige,Blindfold,Ninja Suit,Police Hat,Cigar,3.28,16.63,7.44,2.03,3.02,10.21,  ,0,142.01069536639974,48.01%,2431
1782,https://d1mx8bduarpf8s.cloudfront.net/QmYMMqR4sEazLJTJRLAVPbjWez5q3nLDMbPa154j2JVWTE,Skeleton Punk #1782,Purple Graveyard,Demon,Light Blue Glasses,Iced Out Gold Chain,Blue Mohawk,None,4.98,8.27,4.19,1.99,3.04,34.52,  ,0,141.98670531861129,48.03%,2432
661,https://d1mx8bduarpf8s.cloudfront.net/Qma91ZGjRWjkv2YYVoznHbPYBabUcGKjY9RY4BqxJXYfB9,Skeleton Punk #661,Brick Wall,Void,Stoned,Yellow Tracksuit,Golden Bandana,Big Silver Earring,4.88,15.38,3.04,4.29,2.37,6.04,  ,0,141.97120816093567,48.05%,2433
4492,https://d1mx8bduarpf8s.cloudfront.net/QmNUVxZjnbyLPFRDz7mWBWWE8DYbTG7JugVTV3yMoqPwh9,Skeleton Punk #4492,Gray Graveyard,Demon,Golden Glasses,Runic Robe,Military Cap,Cigar,7.25,8.27,2.15,3.12,3.61,10.21,  ,0,141.86073461875512,48.06%,2434
2469,https://d1mx8bduarpf8s.cloudfront.net/QmQJbFK4qW39avmKd21SgDr2r2kymLwdj2Dj3rs6BoYymY,Skeleton Punk #2469,Luart,Icy,Blindfold,Maryjane Shirt,Blue Headphones,Silver Cross,3.28,14.08,7.44,3.24,2.01,9.74,  ,0,141.83768200866712,48.08%,2435
135,https://d1mx8bduarpf8s.cloudfront.net/QmbDQp6CG1qxw22dSpqpUC1s3ToUc3kLzrR4bTFFBK25VD,Skeleton Punk #135,Sunrise,Zombie,Black,Ninja Suit,Headband,Golden Earring,3.65,5.61,9.46,2.03,4.29,7.39,  ,0,141.81754496617287,48.10%,2436
4001,https://d1mx8bduarpf8s.cloudfront.net/QmbZgHNyPgVZN2svNX6DDZVDmBdG6qprKk5k34B2SmbCSE,Skeleton Punk #4001,Mystical Desert,Demon,Black,Toxic,Green Headphones,Silver Earring,4.17,8.27,9.46,1.74,3.30,13.72,  ,0,141.81308268072686,48.12%,2437
113,https://d1mx8bduarpf8s.cloudfront.net/QmW1XpBb4jJKMkinYQGFTTF83xSbRiCHmk2tyKfotaNBUQ,Skeleton Punk #113,Space,Demon,Blue,Skelly Tee,Blue Mohawk,None,1.46,8.27,7.94,7.78,3.04,34.52,  ,0,141.74830014513503,48.14%,2438
1356,https://d1mx8bduarpf8s.cloudfront.net/QmRAL9ZwTTdjmNaFv5njTg7juD2bbVYJtvvsQzWzCrhFUa,Skeleton Punk #1356,Pink Sky,Void,Purple VR,Green Ninja,None,Cigar,6.58,15.38,3.73,1.30,14.91,10.21,  ,0,141.73102833132677,48.16%,2439
3375,https://d1mx8bduarpf8s.cloudfront.net/QmV8r8uL1wiZv4TypHQdL7Z7UeViPQ8hciBJ3QsRYhqyrY,Skeleton Punk #3375,Mystical Desert,Beige,Gray VR,Solar Powered,Pirate Hat,Silver Earring,4.17,16.63,5.53,2.01,2.73,13.72,  ,0,141.72900799988122,48.18%,2440
1660,https://d1mx8bduarpf8s.cloudfront.net/QmWQHjJAWEfXieHBgNGURKuxasHK5CApmihkGLuZCxG73c,Skeleton Punk #1660,Frozen Planet,Grey,Blindfold,Molten,Green Pompadour,Silver Earring,4.17,17.75,7.44,1.66,3.22,13.72,  ,0,141.70481609899585,48.20%,2441
4130,https://d1mx8bduarpf8s.cloudfront.net/QmcNAafpuoAN1E3xK6fAaiN44MVg5gc9zRYcXanz3bKt4T,Skeleton Punk #4130,Mystical Desert,Cold,Black,Solar Powered,Military Cap,Cigar,4.17,5.00,9.46,2.01,3.61,10.21,  ,0,141.70199628640268,48.22%,2442
3203,https://d1mx8bduarpf8s.cloudfront.net/QmYBzn9S9QPogNKJDvuDAW7mPUtNEGjCVN3oadWmWZkZPE,Skeleton Punk #3203,Sunrise,Afflicted,Black,King's Purple Robe,Police Hat,Golden Cross,3.65,7.90,9.46,2.27,3.02,7.17,6.9  LUNA,713,141.68823307268747,48.24%,2443
960,https://d1mx8bduarpf8s.cloudfront.net/QmdzLXJg5uGW5MDo9dx3YJ7GKHFJ1edgf2wojwG2ZCYyHA,Skeleton Punk #960,Terra Planet,Beige,3D Glasses,Atlo Streetwear,Cap,None,5.77,16.63,4.60,1.82,2.59,34.52,  ,0,141.68761509640908,48.26%,2444
3072,https://d1mx8bduarpf8s.cloudfront.net/QmNmbKaNHVnqmUtVi8ngphdKLtvzAdHK3FUCiLTXYiyoSd,Skeleton Punk #3072,Sand Temple,Void,Gray VR,Toxic,Headband,None,3.00,15.38,5.53,1.74,4.29,34.52,  ,0,141.68103085495542,48.28%,2445
4075,https://d1mx8bduarpf8s.cloudfront.net/QmVWBB1cPbq1tepNJ5unc4hN5S68WxnxJC23tbeSRNZgB1,Skeleton Punk #4075,Red Retro.jpg,Demon,Dead,Black Suit,Arrow,None,2.88,8.27,4.25,3.36,2.59,34.52,  ,0,141.6660877487183,48.30%,2446
464,https://d1mx8bduarpf8s.cloudfront.net/QmdA7f6qeMmHTBnu1g7neXpzc2MfTALS5k9tQdshHxadAn,Skeleton Punk #464,Frosty Mountains,Lavender,Frosty,Police Uniform,None,Golden Earring,4.30,7.50,1.97,2.92,14.91,7.39,  ,0,141.65928152393863,48.32%,2447
6,https://d1mx8bduarpf8s.cloudfront.net/QmXfPFximCWpwQ8xNByXp3idSVj5vKEw5ms9LVJiw2JLzW,Skeleton Punk #6,Mystical Desert,Lavender,Green Glasses,Prophet's Robe,Military Cap,None,4.17,7.50,3.85,2.09,3.61,34.52,  ,0,141.63828778353053,48.34%,2448
2128,https://d1mx8bduarpf8s.cloudfront.net/QmRswDKxvp7wDFhSJRogSM1VgHPzrA4grkmVsfRUKJhmKj,Skeleton Punk #2128,Night Blue Planet,Beige,Green,Thorstarter Shirt,None,None,1.28,16.63,7.74,2.84,14.91,34.52,  ,0,141.61128804260704,48.36%,2449
3362,https://d1mx8bduarpf8s.cloudfront.net/QmZ8xkSmcvGb3EJJPpACiDavTLNEzdD9HowneqpqJYnUL8,Skeleton Punk #3362,Terra Planet,Icy,Green Glasses,Hero,White Hair,Big Silver Earring,5.77,14.08,3.85,2.23,3.36,6.04,  ,0,141.56549500837673,48.38%,2450
1413,https://d1mx8bduarpf8s.cloudfront.net/QmTrjC6AGmJNqLdcQ48BwQ6XWZXn3HoBdqSjCnRdZTmgfu,Skeleton Punk #1413,Frosty Mountains,Beige,Eyepatch,Iced Out Gold Chain,Gray Hat,Big Silver Earring,4.30,16.63,5.19,1.99,3.79,6.04,20  LUNA,2068,141.56099590057815,48.40%,2451
702,https://d1mx8bduarpf8s.cloudfront.net/QmYFyaQXw7jDXFy682RcceRJhuiekcydxmvF12K9TeYg7H,Skeleton Punk #702,New Land,Icy,Eyepatch,King's Purple Robe,Cap,None,3.38,14.08,5.19,2.27,2.59,34.52,  ,0,141.55946856109412,48.42%,2452
4359,https://d1mx8bduarpf8s.cloudfront.net/QmaJFDspV6C6oMmVnyyNMzv745bLzBtf5TK9mATiQVDZyr,Skeleton Punk #4359,Erie,Beige,Black,Prophet's Robe,Purple Mohawk,Rose,5.04,16.63,9.46,2.09,3.10,3.99,  ,0,141.54276926949365,48.44%,2453
3108,https://d1mx8bduarpf8s.cloudfront.net/QmejstqkPpCuijXz6SpB7rr68Ye6Y37UADc6jaCvajKuXw,Skeleton Punk #3108,Space,Icy,Black,Thorstarter Shirt,None,Golden Earring,1.46,14.08,9.46,2.84,14.91,7.39,  ,0,141.52090016309984,48.46%,2454
4276,https://d1mx8bduarpf8s.cloudfront.net/Qmdqz4uzF6KJjgGdjYFtDzgX1uTeQp6TnXk5JpZWRDfaZu,Skeleton Punk #4276,Wild West,Demon,Dead,Atlo Streetwear,Headband,Silver Cross,5.81,8.27,4.25,1.82,4.29,9.74,  ,0,141.51558608708382,48.48%,2455
867,https://d1mx8bduarpf8s.cloudfront.net/QmZHeUHeFiKuiBJr17T31V3Jq194PyqHfvVKa9fm2Wbc7J,Skeleton Punk #867,Night,Lavender,Hypnotising,Punk Shirt,Police Hat,Big Silver Earring,6.85,7.50,2.09,6.20,3.02,6.04,  ,0,141.46800799605845,48.50%,2456
1048,https://d1mx8bduarpf8s.cloudfront.net/QmcaixYQ3GwvP7ur8XjcRJXcLJ2EAZEJiqM9ad6gA5ugcq,Skeleton Punk #1048,Pink Sky,Grey,Frosty,Yellow Tracksuit,Cowboy Hat,Golden Earring,6.58,17.75,1.97,4.29,3.02,7.39,69  LUNA,7135,141.45468437746655,48.52%,2457
1846,https://d1mx8bduarpf8s.cloudfront.net/QmQLFyrZKpeg4AgD8CNM1w6sriRosnwtmrjsqppVsx4b6i,Skeleton Punk #1846,Night Blue Planet,Void,3D Glasses,Jeans Shirt,None,None,1.28,15.38,4.60,3.89,14.91,34.52,8  LUNA,827,141.452133431797,48.54%,2458
2674,https://d1mx8bduarpf8s.cloudfront.net/QmcQB4SwW1mKzm1xAvjfjstHgsXsswcWDCKiGSFMGPrjwj,Skeleton Punk #2674,Pyramid,Beige,3D Glasses,Thorstarter Shirt,Green Hair,Golden Earring,2.73,16.63,4.60,2.84,3.53,7.39,  ,0,141.44108594661927,48.56%,2459
3270,https://d1mx8bduarpf8s.cloudfront.net/QmYgH8yYj6qXX8Redw6uoUYU2Zefy8G4Dnk1Pps6TGFxrT,Skeleton Punk #3270,Night Blue Planet,Icy,Blue,Police Uniform,None,None,1.28,14.08,7.94,2.92,14.91,34.52,11.5  LUNA,1189,141.42761768084335,48.58%,2460
737,https://d1mx8bduarpf8s.cloudfront.net/QmekFAWc98VuXqxJT8QMwp66HUWDcZQTwYbqUonXsX9i6i,Skeleton Punk #737,Sand Temple,Void,Black,Golden Suit,Gray Hat,None,3.00,15.38,9.46,1.62,3.79,34.52,  ,0,141.41657910700036,48.60%,2461
181,https://d1mx8bduarpf8s.cloudfront.net/QmT2qotYaGB4vfhqKvS7PqGL2tR4Lje4BJ5W6oHEsngGtw,Skeleton Punk #181,Frozen Planet,Beige,Blue,Witch Pads,White Hair,Golden Cross,4.17,16.63,7.94,1.82,3.36,7.17,  ,0,141.39339348497353,48.62%,2462
4323,https://d1mx8bduarpf8s.cloudfront.net/QmS1mUY42tcxmmu1pLjq4rN8NEntq7BdvTWUcPEfcMynRX,Skeleton Punk #4323,Wild West,Demon,Blue Glasses,Solar Powered,Gray Hat,Cigar,5.81,8.27,3.81,2.01,3.79,10.21,  ,0,141.36578042923531,48.64%,2463
3550,https://d1mx8bduarpf8s.cloudfront.net/QmNdqjZWXhWC71GYbJSoyy11bibDC712ToQBhohfAartVE,Skeleton Punk #3550,Wild West,Grey,Eyepatch,Golden Suit,Black Hair,Cigar,5.81,17.75,5.19,1.62,3.61,10.21,  ,0,141.33536781535386,48.66%,2464
3058,https://d1mx8bduarpf8s.cloudfront.net/QmVthdJMERh6QAp3scPckGpD2r8i9rtNe5dMN3yMxVMDG1,Skeleton Punk #3058,Purple Retro.jpg,Beige,Black,Ninja Suit,Leaf Wreath,Silver Cross,3.67,16.63,9.46,2.03,2.63,9.74,  ,0,141.32412507272545,48.68%,2465
141,https://d1mx8bduarpf8s.cloudfront.net/Qmd1MeqUVnr41Aeo1iM8DWyx1Hd4oxQp1XM1GC7ZxJgYge,Skeleton Punk #141,Retro Lightning,Void,Black,Hero,Gray Hat,None,1.99,15.38,9.46,2.23,3.79,34.52,25  LUNA,2585,141.29746522576204,48.70%,2466
4779,https://d1mx8bduarpf8s.cloudfront.net/QmXi22pz3bvz19vJLECAod5SgCeBP1oUnMseinLTj2FWnX,Skeleton Punk #4779,Gray Graveyard,Grey,Golden Glasses,Hero,Military Cap,None,7.25,17.75,2.15,2.23,3.61,34.52,  ,0,141.27332180289466,48.72%,2467
4036,https://d1mx8bduarpf8s.cloudfront.net/QmaYCR2kVj53cQNmEUfH88CU1BKRpk6v4afuNeC9E2UAk4,Skeleton Punk #4036,Purple Retro.jpg,Demon,Stoned,Skelly Tee,MrFrog,None,3.67,8.27,3.04,7.78,1.88,34.52,  ,0,141.2499223968371,48.74%,2468
879,https://d1mx8bduarpf8s.cloudfront.net/QmejJkdU8PJxGyoc5q8M7PTSVXvLsMegQqXMNFMBqNAuvm,Skeleton Punk #879,Gray Graveyard,Lavender,3D Glasses,Prophet's Robe,Green Pompadour,Golden Earring,7.25,7.50,4.60,2.09,3.22,7.39,  ,0,141.23976301159735,48.76%,2469
2490,https://d1mx8bduarpf8s.cloudfront.net/QmRamyc1732wAaDAwNAyVzmyx3uAbL9jdPbmbvMrJGAnvu,Skeleton Punk #2490,Ozone,Grey,Black,AI,Red Pompadour,Big Silver Earring,3.44,17.75,9.46,2.33,2.74,6.04,  ,0,141.20432732219192,48.78%,2470
905,https://d1mx8bduarpf8s.cloudfront.net/QmbdRNTYntATRmRC2PBMqx7kN9EQXCSmdqwJKPurpPLZWg,Skeleton Punk #905,Night,Grey,Green,Hero,Blue Headphones,Golden Earring,6.85,17.75,7.74,2.23,2.01,7.39,  ,0,141.14627782948585,48.80%,2471
3987,https://d1mx8bduarpf8s.cloudfront.net/QmRSjT5YQvR1ZyJonNTNh3F9n3FyjCqFFh9rmYY2g2ndWq,Skeleton Punk #3987,Sunrise,Icy,Golden Glasses,Prisoner Shirt,Gray Hat,Silver Earring,3.65,14.08,2.15,3.77,3.79,13.72,  ,0,141.10849280151575,48.82%,2472
1954,https://d1mx8bduarpf8s.cloudfront.net/QmeSNbse4BQgpfxwhEkgKiiBfSWnA6nSvGFGUgzTPfdvwe,Skeleton Punk #1954,Retro Lightning,Demon,3D Glasses,Maryjane Shirt,Headband,None,1.99,8.27,4.60,3.24,4.29,34.52,  ,0,141.06991777726697,48.83%,2473
1034,https://d1mx8bduarpf8s.cloudfront.net/QmUue67ryNscgKKCVpTP9DfW9KHkxomhmYsLiUL59C3JDj,Skeleton Punk #1034,Brick Wall,Icy,Purple,Punk Shirt,Golden Leaf Wreath,Cigar,4.88,14.08,6.18,6.20,1.40,10.21,  ,0,141.02962550470627,48.85%,2474
4162,https://d1mx8bduarpf8s.cloudfront.net/QmZXvcwmJrFQGLrAWkAhGEbYG4aEcVCA7gb5eQARuQ1dbg,Skeleton Punk #4162,Frozen Planet,Afflicted,Robot,Punk Shirt,Green Pompadour,Silver Cross,4.17,7.90,2.13,6.20,3.22,9.74,  ,0,141.01556736033112,48.87%,2475
3358,https://d1mx8bduarpf8s.cloudfront.net/QmaWDqfitMhWwPa8FAZYdz3VzojUi7yg1tD74tixVomy1u,Skeleton Punk #3358,Frozen Planet,Beige,Blindfold X,Black Suit,Military Cap,None,4.17,16.63,1.97,3.36,3.61,34.52,7  LUNA,724,141.01164339475602,48.89%,2476
2444,https://d1mx8bduarpf8s.cloudfront.net/QmdmZrmzJRAASG3xz1Uw9x5izLUUsMpF7yqAtHjUAWRgsK,Skeleton Punk #2444,Frosty Mountains,Icy,Stoned,Motorcycle Jacket,Blue Headphones,Cigar,4.30,14.08,3.04,5.45,2.01,10.21,  ,0,141.0047148699534,48.91%,2477
153,https://d1mx8bduarpf8s.cloudfront.net/QmR9Faz6MCHRsV2areN1am8fDtsBqZzdoicraGokuTtDNi,Skeleton Punk #153,Night,Void,Purple VR,Wizard's Robe,Purple Mohawk,Golden Cross,6.85,15.38,3.73,2.13,3.10,7.17,  ,0,140.98203176663074,48.93%,2478
3677,https://d1mx8bduarpf8s.cloudfront.net/QmQ2gcemCKy22uhUkvbpYYknQSGcaQMqKF7CxvbEA3w1uN,Skeleton Punk #3677,Night Blue Planet,Void,Blindfold,Skelly Tee,Black Pompadour,None,1.28,15.38,7.44,7.78,3.65,34.52,  ,0,140.9634849216919,48.95%,2479
1174,https://d1mx8bduarpf8s.cloudfront.net/QmeXc2nWP5Fi9UARF6Fr29UeUMWujBWhSVvJqBp6E7er7Q,Skeleton Punk #1174,Sunrise,Grey,Golden Glasses,Prisoner Shirt,Military Cap,Silver Earring,3.65,17.75,2.15,3.77,3.61,13.72,5  LUNA,517,140.93616513007913,48.97%,2480
1592,https://d1mx8bduarpf8s.cloudfront.net/QmfEpVAtbiGn8TACyVvovDrL1LCDGxbVWsGrNj8DR2zUDF,Skeleton Punk #1592,Retro Lightning,Beige,Purple,Motorcycle Jacket,Pirate Hat,Golden Earring,1.99,16.63,6.18,5.45,2.73,7.39,  ,0,140.91536459361922,48.99%,2481
1741,https://d1mx8bduarpf8s.cloudfront.net/QmeEmKPg8MXs5JmrvmrXEJgeQjCxST4fZhjocB6VPvGhxa,Skeleton Punk #1741,Pink Sky,Beige,Dead,Ninja Suit,Pirate Hat,Silver Cross,6.58,16.63,4.25,2.03,2.73,9.74,  ,0,140.90745335220896,49.01%,2482
1448,https://d1mx8bduarpf8s.cloudfront.net/QmdJNZsP5Fv9gdPAMrxTiSAoPGqcu7j3NXvEKqSwLGtmgs,Skeleton Punk #1448,Terra Planet,Cold,Blue,Prophet's Robe,Blue Mohawk,Silver Cross,5.77,5.00,7.94,2.09,3.04,9.74,  ,0,140.88379801808858,49.03%,2483
3500,https://d1mx8bduarpf8s.cloudfront.net/QmUTQH6m7pLd9YDteXvyxt4buzbPEWfdzi5MecsvLSkiHx,Skeleton Punk #3500,Erie,Grey,Gray VR,Witch Pads,Green Hair,Golden Cross,5.04,17.75,5.53,1.82,3.53,7.17,  ,0,140.8618575651797,49.05%,2484
1150,https://d1mx8bduarpf8s.cloudfront.net/QmSskSczG7fTZvF9QfKvGW9k4kt2C19bNfwLoJSJr3skwh,Skeleton Punk #1150,Red Retro.jpg,Zombie,Blindfold,Black Suit,Golden Bandana,None,2.88,5.61,7.44,3.36,2.37,34.52,  ,0,140.83353863079017,49.07%,2485
